Timestamp,Phycocyanin Abs.,Flags Phycocyanin Abs.,Phycocyanin Abs. (comp),Flags Phycocyanin Abs. (comp),TOC,Flags TOC,Trübung,Flags Trübung,Chl-a,Flags Chl-a,DOC,Flags DOC,Nitrat,Flags Nitrat,Gelöster Sauerstoff,Flags Gelöster Sauerstoff,Leitfähigkeit,Flags Leitfähigkeit,pH,Flags pH,Redoxpotential,Flags Redoxpotential,Wassertemp. (1m),Flags Wassertemp. (1m),Wassertemp. (0.5m),Flags Wassertemp. (0.5m),Lufttemperatur,Flags Lufttemperatur,Supply Voltage,Flags Supply Voltage,Supply Current,Flags Supply Current
2025-06-08T06:00:00+0200,11.719,,0.073,,26.160,,44.003,,41.631,,11.993,,7.026,,6.120,,677,,8.338,,300.242,,18.660,,18.425,,11.351,,11.878,,271.000,
